id,idioms,ABnn,AnBn,AnnB,nABn,nAnB,nnAB,PTT_WomenTalk,China_text,Apple_text,PTT_Hate,PTT_Gossiping,PTT_AllTogether,pooled
950,五鼎一餚,0,0,0,0,1,0,0,0,0,0,0,0,0
782,有一得一,0,1,0,0,0,0,0,0,0,0,0,0,0
785,求三拜四,0,1,0,0,0,0,0,0,0,0,0,0,0
764,一臺二妙,0,0,0,0,1,0,0,0,0,0,0,0,0
791,百巧千窮,0,0,0,0,1,0,0,0,0,0,0,0,0
754,一成一旅,0,0,0,0,1,0,0,0,0,0,0,0,0
762,金釵十二,1,0,0,0,0,0,0,0,0,0,0,0,0
795,半吐半吞,0,0,0,0,1,0,0,0,0,0,0,0,0
796,一語九鼎,0,0,0,0,1,0,0,0,0,0,0,0,0
798,五五三三,1,1,1,1,1,1,0,0,0,0,0,0,0
760,四處八方,0,0,0,0,1,0,0,0,0,0,0,0,0
799,百不一遇,0,0,0,0,1,0,0,0,0,0,0,0,0
759,一漿十餅,0,0,0,0,1,0,0,0,0,0,0,0,0
800,千倉萬箱,0,0,0,0,1,0,0,0,0,0,0,0,0
757,五令三申,0,0,0,0,1,0,0,0,0,0,0,0,0
756,一倡三嘆,0,0,0,0,1,0,0,0,0,0,0,0,0
801,撥萬論千,0,1,0,0,0,0,0,0,0,0,0,0,0
802,一日九遷,0,0,0,0,1,0,0,0,0,0,0,0,0
755,百無一長,0,0,0,0,1,0,0,0,0,0,0,0,0
803,一目五行,0,0,0,0,1,0,0,0,0,0,0,0,0
823,一身一口,0,0,0,0,1,0,0,0,0,0,0,0,0
725,調三幹四,0,1,0,0,0,0,0,0,0,0,0,0,0
676,萬緒千頭,0,0,0,0,1,0,0,0,0,0,0,0,0
689,半青半黃,0,0,0,0,1,0,0,0,0,0,0,0,0
700,無千大萬,0,1,0,0,0,0,0,0,0,0,0,0,0
699,百無一能,0,0,0,0,1,0,0,0,0,0,0,0,0
698,千金一笑,0,0,0,0,1,0,0,0,0,0,0,0,0
849,千伶百俐,0,0,0,0,1,0,0,0,0,0,0,0,0
697,三釁三浴,0,0,0,0,1,0,0,0,0,0,0,0,0
696,一時半霎,0,0,0,0,1,0,0,0,0,0,0,0,0
850,千真萬真,0,0,0,0,1,0,0,0,0,0,0,0,0
955,百舉百全,0,0,0,0,1,0,0,0,0,0,0,0,0
694,三千食客,0,0,0,0,0,1,0,0,0,0,0,0,0
853,九拿十穩,0,0,0,0,1,0,0,0,0,0,0,0,0
692,十十五五,1,1,1,1,1,1,0,0,0,0,0,0,0
691,殺一警百,0,1,0,0,0,0,0,0,0,0,0,0,0
854,七病八痛,0,0,0,0,1,0,0,0,0,0,0,0,0
690,得一望十,0,1,0,0,0,0,0,0,0,0,0,0,0
855,萬不失一,0,0,0,1,0,0,0,0,0,0,0,0,0
848,十羊九牧,0,0,0,0,1,0,0,0,0,0,0,0,0
688,三年二載,0,0,0,0,1,0,0,0,0,0,0,0,0
687,千狀萬態,0,0,0,0,1,0,0,0,0,0,0,0,0
686,九九歸源,0,0,0,0,0,1,0,0,0,0,0,0,0
685,萬化千變,0,0,0,0,1,0,0,0,0,0,0,0,0
856,十二屬肖,0,0,0,0,0,1,0,0,0,0,0,0,0
956,以一奉百,0,1,0,0,0,0,0,0,0,0,0,0,0
683,一壼千金,0,0,0,0,1,0,0,0,0,0,0,0,0
682,惟一無二,0,1,0,0,0,0,0,0,0,0,0,0,0
777,三迴九曲,0,0,0,0,1,0,0,0,0,0,0,0,0
680,萬剮千刀,0,0,0,0,1,0,0,0,0,0,0,0,0
679,八百孤寒,0,0,0,0,0,1,0,0,0,0,0,0,0
678,百計千心,0,0,0,0,1,0,0,0,0,0,0,0,0
957,二三其德,0,0,0,0,0,1,0,0,0,0,0,0,0
860,以一警百,0,1,0,0,0,0,0,0,0,0,0,0,0
701,千枝萬縷,0,0,0,0,1,0,0,0,0,0,0,0,0
704,三對六面,0,0,0,0,1,0,0,0,0,0,0,0,0
824,百死一生,0,0,0,0,1,0,0,0,0,0,0,0,0
716,七嘴八張,0,0,0,0,1,0,0,0,0,0,0,0,0
724,千辛百苦,0,0,0,0,1,0,0,0,0,0,0,0,0
723,帶甲十萬,1,0,0,0,0,0,0,0,0,0,0,0,0
825,百無一有,0,0,0,0,1,0,0,0,0,0,0,0,0
826,百卉千葩,0,0,0,0,1,0,0,0,0,0,0,0,0
827,九仞一簣,0,0,0,0,1,0,0,0,0,0,0,0,0
722,指一說十,0,1,0,0,0,0,0,0,0,0,0,0,0
828,千狀萬端,0,0,0,0,1,0,0,0,0,0,0,0,0
829,半斤八?,0,0,0,0,1,0,0,0,0,0,0,0,0
721,千載一合,0,0,0,0,1,0,0,0,0,0,0,0,0
830,一家一計,0,0,0,0,1,0,0,0,0,0,0,0,0
833,一斑半點,0,0,0,0,1,0,0,0,0,0,0,0,0
834,一趨一步,0,0,0,0,1,0,0,0,0,0,0,0,0
835,百靈百驗,0,0,0,0,1,0,0,0,0,0,0,0,0
836,三宮六苑,0,0,0,0,1,0,0,0,0,0,0,0,0
837,三槐九棘,0,0,0,0,1,0,0,0,0,0,0,0,0
705,一朝千古,0,0,0,0,1,0,0,0,0,0,0,0,0
715,千里萬馬,0,0,0,0,1,0,0,0,0,0,0,0,0
714,四通五達,0,0,0,0,1,0,0,0,0,0,0,0,0
953,八門五花,0,0,0,0,1,0,0,0,0,0,0,0,0
713,說五道六,0,1,0,0,0,0,0,0,0,0,0,0,0
712,六問三推,0,0,0,0,1,0,0,0,0,0,0,0,0
838,七縱七擒,0,0,0,0,1,0,0,0,0,0,0,0,0
711,三推六問,0,0,0,0,1,0,0,0,0,0,0,0,0
839,一身二任,0,0,0,0,1,0,0,0,0,0,0,0,0
709,百了千當,0,0,0,0,1,0,0,0,0,0,0,0,0
840,千載一會,0,0,0,0,1,0,0,0,0,0,0,0,0
708,七高八低,0,0,0,0,1,0,0,0,0,0,0,0,0
843,十朝半月,0,0,0,0,1,0,0,0,0,0,0,0,0
845,千金一刻,0,0,0,0,1,0,0,0,0,0,0,0,0
846,五黃六月,0,0,0,0,1,0,0,0,0,0,0,0,0
941,七擔八捱,0,0,0,0,1,0,0,0,0,0,0,0,0
1,七狼八虎,0,0,0,0,1,0,0,0,0,0,0,0,0
575,一鱗一爪,0,0,0,0,1,0,0,0,0,0,0,0,0
220,萬古千秋,0,0,0,0,1,0,0,0,0,0,0,0,0
191,三貞九烈,0,0,0,0,1,0,0,0,0,0,0,0,0
192,七青八黃,0,0,0,0,1,0,0,0,0,0,0,0,0
193,七拼八阻,0,0,0,0,1,0,0,0,0,0,0,0,0
194,桃三李四,0,1,0,0,0,0,0,0,0,0,0,0,0
195,三百千千,1,1,1,1,1,1,0,0,0,0,0,0,0
197,三朋四友,0,0,0,0,1,0,0,0,0,0,0,0,0
198,夾七夾八,0,1,0,0,0,0,0,0,0,0,0,0,0
199,捱三頂四,0,1,0,0,0,0,0,0,0,0,0,0,0
200,整千累萬,0,1,0,0,0,0,0,0,0,0,0,0,0
201,一隅反三,0,0,0,1,0,0,0,0,0,0,0,0,0
202,七瘡八孔,0,0,0,0,1,0,0,0,0,0,0,0,0
203,七抓八拿,0,0,0,0,1,0,0,0,0,0,0,0,0
204,以一譥百,0,1,0,0,0,0,0,0,0,0,0,0,0
207,狂三詐四,0,1,0,0,0,0,0,0,0,0,0,0,0
208,雀躍三百,1,0,0,0,0,0,0,0,0,0,0,0,0
209,九流百家,0,0,0,0,1,0,0,0,0,0,0,0,0
210,萬緒千端,0,0,0,0,1,0,0,0,0,0,0,0,0
211,推三宕四,0,1,0,0,0,0,0,0,0,0,0,0,0
213,一折一伏,0,0,0,0,1,0,0,0,0,0,0,0,0
214,三湘七澤,0,0,0,0,1,0,0,0,0,0,0,0,0
217,十蕩十決,0,0,0,0,1,0,0,0,0,0,0,0,0
190,三番四復,0,0,0,0,1,0,0,0,0,0,0,0,0
187,九九歸原,0,0,0,0,0,1,0,0,0,0,0,0,0
186,三差五錯,0,0,0,0,1,0,0,0,0,0,0,0,0
168,百計千謀,0,0,0,0,1,0,0,0,0,0,0,0,0
157,一杯一曲,0,0,0,0,1,0,0,0,0,0,0,0,0
158,千載一時,0,0,0,0,1,0,0,0,0,0,0,0,0
159,千撋百就,0,0,0,0,1,0,0,0,0,0,0,0,0
160,疊二連三,0,1,0,0,0,0,0,0,0,0,0,0,0
161,拿三搬四,0,1,0,0,0,0,0,0,0,0,0,0,0
162,十家九空,0,0,0,0,1,0,0,0,0,0,0,0,0
165,三親六眷,0,0,0,0,1,0,0,0,0,0,0,0,0
166,半面之一,0,0,0,1,0,0,0,0,0,0,0,0,0
167,十目十手,0,0,0,0,1,0,0,0,0,0,0,0,0
170,七子八?,0,0,0,0,1,0,0,0,0,0,0,0,0
185,三楫三讓,0,0,0,0,1,0,0,0,0,0,0,0,0
171,買鄰千萬,1,0,0,0,0,0,0,0,0,0,0,0,0
172,八街九陌,0,0,0,0,1,0,0,0,0,0,0,0,0
173,一言半字,0,0,0,0,1,0,0,0,0,0,0,0,0
175,三智五猜,0,0,0,0,1,0,0,0,0,0,0,0,0
176,萬口一詞,0,0,0,0,1,0,0,0,0,0,0,0,0
177,萬殊一轍,0,0,0,0,1,0,0,0,0,0,0,0,0
178,臣一主二,0,1,0,0,0,0,0,0,0,0,0,0,0
182,十八地獄,0,0,0,0,0,1,0,0,0,0,0,0,0
184,一諾千聲,0,0,0,0,1,0,0,0,0,0,0,0,0
218,一差二誤,0,0,0,0,1,0,0,0,0,0,0,0,0
221,一琴一鶴,0,0,0,0,1,0,0,0,0,0,0,0,0
573,四遠八方,0,0,0,0,1,0,0,0,0,0,0,0,0
225,一差二錯,0,0,0,0,1,0,0,0,0,0,0,0,0
264,一簞一瓢,0,0,0,0,1,0,0,0,0,0,0,0,0
265,百慮一致,0,0,0,0,1,0,0,0,0,0,0,0,0
267,九垓八埏,0,0,0,0,1,0,0,0,0,0,0,0,0
268,百無一二,1,0,0,1,1,0,0,0,0,0,0,0,0
269,八方四路,0,0,0,0,1,0,0,0,0,0,0,0,0
270,四德三從,0,0,0,0,1,0,0,0,0,0,0,0,0
271,一言半辭,0,0,0,0,1,0,0,0,0,0,0,0,0
272,十生九死,0,0,0,0,1,0,0,0,0,0,0,0,0
274,以一持萬,0,1,0,0,0,0,0,0,0,0,0,0,0
275,一步一計,0,0,0,0,1,0,0,0,0,0,0,0,0
277,百歲千秋,0,0,0,0,1,0,0,0,0,0,0,0,0
278,千嬌萬態,0,0,0,0,1,0,0,0,0,0,0,0,0
281,七言八語,0,0,0,0,1,0,0,0,0,0,0,0,0
285,萬壑千岩,0,0,0,0,1,0,0,0,0,0,0,0,0
286,三秋一日,0,0,0,0,1,0,0,0,0,0,0,0,0
287,半心半意,0,0,0,0,1,0,0,0,0,0,0,0,0
289,千無一失,0,0,0,0,1,0,0,0,0,0,0,0,0
290,二三其節,0,0,0,0,0,1,0,0,0,0,0,0,0
292,十死九生,0,0,0,0,1,0,0,0,0,0,0,0,0
293,三灣九轉,0,0,0,0,1,0,0,0,0,0,0,0,0
294,三頭八臂,0,0,0,0,1,0,0,0,0,0,0,0,0
263,百不一就,0,0,0,0,1,0,0,0,0,0,0,0,0
261,暮四朝三,0,1,0,0,0,0,0,0,0,0,0,0,0
260,一門一姓,0,0,0,0,1,0,0,0,0,0,0,0,0
245,一游一豫,0,0,0,0,1,0,0,0,0,0,0,0,0
231,一事一例,0,0,0,0,1,0,0,0,0,0,0,0,0
232,挂一漏萬,0,1,0,0,0,0,0,0,0,0,0,0,0
233,千里一曲,0,0,0,0,1,0,0,0,0,0,0,0,0
236,百孔千創,0,0,0,0,1,0,0,0,0,0,0,0,0
238,萬歲千秋,0,0,0,0,1,0,0,0,0,0,0,0,0
239,七稜八瓣,0,0,0,0,1,0,0,0,0,0,0,0,0
240,一缺十求,0,0,0,0,1,0,0,0,0,0,0,0,0
243,一折一磨,0,0,0,0,1,0,0,0,0,0,0,0,0
244,挑三攉四,0,1,0,0,0,0,0,0,0,0,0,0,0
246,千嚴萬壑,0,0,0,0,1,0,0,0,0,0,0,0,0
259,連三接二,0,1,0,0,0,0,0,0,0,0,0,0,0
247,推三諉四,0,1,0,0,0,0,0,0,0,0,0,0,0
248,千支萬派,0,0,0,0,1,0,0,0,0,0,0,0,0
249,萬落千村,0,0,0,0,1,0,0,0,0,0,0,0,0
251,接三換九,0,1,0,0,0,0,0,0,0,0,0,0,0
253,創一警百,0,1,0,0,0,0,0,0,0,0,0,0,0
254,八達四通,0,0,0,0,1,0,0,0,0,0,0,0,0
255,一息千里,0,0,0,0,1,0,0,0,0,0,0,0,0
257,一階半職,0,0,0,0,1,0,0,0,0,0,0,0,0
258,萬無失一,0,0,0,1,0,0,0,0,0,0,0,0,0
156,千村萬落,0,0,0,0,1,0,0,0,0,0,0,0,0
155,七拉八扯,0,0,0,0,1,0,0,0,0,0,0,0,0
153,一本萬殊,0,0,0,0,1,0,0,0,0,0,0,0,0
147,千變萬態,0,0,0,0,1,0,0,0,0,0,0,0,0
33,三反四復,0,0,0,0,1,0,0,0,0,0,0,0,0
34,四百四病,0,0,1,0,1,1,0,0,0,0,0,0,0
36,挑三離四,0,1,0,0,0,0,0,0,0,0,0,0,0
37,千了百當,0,0,0,0,1,0,0,0,0,0,0,0,0
39,四海五湖,0,0,0,0,1,0,0,0,0,0,0,0,0
40,推三挨四,0,1,0,0,0,0,0,0,0,0,0,0,0
41,一階半級,0,0,0,0,1,0,0,0,0,0,0,0,0
42,未知萬一,1,0,0,0,0,0,0,0,0,0,0,0,0
44,百不當一,0,0,0,1,0,0,0,0,0,0,0,0,0
46,一德一心,0,0,0,0,1,0,0,0,0,0,0,0,0
47,三長四短,0,0,0,0,1,0,0,0,0,0,0,0,0
49,萬人一心,0,0,0,0,1,0,0,0,0,0,0,0,0
50,五合六聚,0,0,0,0,1,0,0,0,0,0,0,0,0
51,二滿三平,0,0,0,0,1,0,0,0,0,0,0,0,0
52,三旬九食,0,0,0,0,1,0,0,0,0,0,0,0,0
53,一差半錯,0,0,0,0,1,0,0,0,0,0,0,0,0
54,一遞一口,0,0,0,0,1,0,0,0,0,0,0,0,0
58,一十一五,1,1,1,1,1,1,0,0,0,0,0,0,0
61,八怪七喇,0,0,0,0,1,0,0,0,0,0,0,0,0
63,三番四覆,0,0,0,0,1,0,0,0,0,0,0,0,0
64,攢三聚五,0,1,0,0,0,0,0,0,0,0,0,0,0
32,三病四痛,0,0,0,0,1,0,0,0,0,0,0,0,0
31,三科九等,0,0,0,0,1,0,0,0,0,0,0,0,0
29,七搭八搭,0,0,0,0,1,0,0,0,0,0,0,0,0
14,一永一觴,0,0,0,0,1,0,0,0,0,0,0,0,0
3,懲一戒百,0,1,0,0,0,0,0,0,0,0,0,0,0
4,九合一匡,0,0,0,0,1,0,0,0,0,0,0,0,0
6,整千整百,0,1,0,0,0,0,0,0,0,0,0,0,0
7,萬喚千呼,0,0,0,0,1,0,0,0,0,0,0,0,0
8,三薰三浴,0,0,0,0,1,0,0,0,0,0,0,0,0
9,掛一漏九,0,1,0,0,0,0,0,0,0,0,0,0,0
10,千回萬囀,0,0,0,0,1,0,0,0,0,0,0,0,0
12,萬頭千緒,0,0,0,0,1,0,0,0,0,0,0,0,0
13,千筆千言,0,0,0,0,1,0,0,0,0,0,0,0,0
15,翻三覆四,0,1,0,0,0,0,0,0,0,0,0,0,0
28,萬紅千翠,0,0,0,0,1,0,0,0,0,0,0,0,0
16,千依萬順,0,0,0,0,1,0,0,0,0,0,0,0,0
18,三墳五典,0,0,0,0,1,0,0,0,0,0,0,0,0
19,差三錯四,0,1,0,0,0,0,0,0,0,0,0,0,0
20,盈千纍萬,0,1,0,0,0,0,0,0,0,0,0,0,0
21,百折千回,0,0,0,0,1,0,0,0,0,0,0,0,0
22,四停八當,0,0,0,0,1,0,0,0,0,0,0,0,0
23,百羞五味,0,0,0,0,1,0,0,0,0,0,0,0,0
24,萬萬無疆,0,0,0,0,0,1,0,0,0,0,0,0,0
25,千歲一時,0,0,0,0,1,0,0,0,0,0,0,0,0
65,七准八折,0,0,0,0,1,0,0,0,0,0,0,0,0
66,一九牲畜,0,0,0,0,0,1,0,0,0,0,0,0,0
67,一領十起,0,0,0,0,1,0,0,0,0,0,0,0,0
130,一倡三歎,0,0,0,0,1,0,0,0,0,0,0,0,0
114,三省四勿,0,0,0,0,1,0,0,0,0,0,0,0,0
116,一發千鈞,0,0,0,0,1,0,0,0,0,0,0,0,0
118,駢四驪六,0,1,0,0,0,0,0,0,0,0,0,0,0
120,一筆三過,0,0,0,0,1,0,0,0,0,0,0,0,0
121,三翻四覆,0,0,0,0,1,0,0,0,0,0,0,0,0
123,擊一警百,0,1,0,0,0,0,0,0,0,0,0,0,0
126,一鱗半甲,0,0,0,0,1,0,0,0,0,0,0,0,0
127,用一當十,0,1,0,0,0,0,0,0,0,0,0,0,0
129,一毫一絲,0,0,0,0,1,0,0,0,0,0,0,0,0
132,一國三公,0,0,0,0,1,0,0,0,0,0,0,0,0
112,珠履三千,1,0,0,0,0,0,0,0,0,0,0,0,0
133,十拿十穩,0,0,0,0,1,0,0,0,0,0,0,0,0
134,一樹百獲,0,0,0,0,1,0,0,0,0,0,0,0,0
135,一了千明,0,0,0,0,1,0,0,0,0,0,0,0,0
138,千人一律,0,0,0,0,1,0,0,0,0,0,0,0,0
139,駢四儷六,0,1,0,0,0,0,0,0,0,0,0,0,0
140,四時八起,0,0,0,0,1,0,0,0,0,0,0,0,0
143,半就半推,0,0,0,0,1,0,0,0,0,0,0,0,0
145,千憂百慮,0,0,0,0,1,0,0,0,0,0,0,0,0
146,七損八傷,0,0,0,0,1,0,0,0,0,0,0,0,0
113,五侯九伯,0,0,0,0,1,0,0,0,0,0,0,0,0
109,累萬盈千,0,1,0,0,0,0,0,0,0,0,0,0,0
69,倒四顛三,0,1,0,0,0,0,0,0,0,0,0,0,0
87,千手一律,0,0,0,0,1,0,0,0,0,0,0,0,0
70,三浴三熏,0,0,0,0,1,0,0,0,0,0,0,0,0
71,十死一生,0,0,0,0,1,0,0,0,0,0,0,0,0
73,四級三審,0,0,0,0,1,0,0,0,0,0,0,0,0
74,萬口一談,0,0,0,0,1,0,0,0,0,0,0,0,0
75,百伶百俐,0,0,0,0,1,0,0,0,0,0,0,0,0
80,一予一奪,0,0,0,0,1,0,0,0,0,0,0,0,0
83,二三其意,0,0,0,0,0,1,0,0,0,0,0,0,0
85,巴三覽四,0,1,0,0,0,0,0,0,0,0,0,0,0
86,舉一廢百,0,1,0,0,0,0,0,0,0,0,0,0,0
88,三不拗六,0,0,0,1,0,0,0,0,0,0,0,0,0
107,說千說萬,0,1,0,0,0,0,0,0,0,0,0,0,0
90,四荒八極,0,0,0,0,1,0,0,0,0,0,0,0,0
91,的一確二,0,1,0,0,0,0,0,0,0,0,0,0,0
93,萬載一遇,0,0,0,0,1,0,0,0,0,0,0,0,0
94,十行一目,0,0,0,0,1,0,0,0,0,0,0,0,0
98,一差一錯,0,0,0,0,1,0,0,0,0,0,0,0,0
100,怕三怕四,0,1,0,0,0,0,0,0,0,0,0,0,0
102,百里之半,0,0,0,1,0,0,0,0,0,0,0,0,0
104,一夕九徙,0,0,0,0,1,0,0,0,0,0,0,0,0
106,千頭百緒,0,0,0,0,1,0,0,0,0,0,0,0,0
295,七大八小,0,0,0,0,1,0,0,0,0,0,0,0,0
296,七穿八穴,0,0,0,0,1,0,0,0,0,0,0,0,0
297,一夜十起,0,0,0,0,1,0,0,0,0,0,0,0,0
443,一成一變,0,0,0,0,1,0,0,0,0,0,0,0,0
475,以一馭萬,0,1,0,0,0,0,0,0,0,0,0,0,0
476,五裂四分,0,0,0,0,1,0,0,0,0,0,0,0,0
478,一蛇二首,0,0,0,0,1,0,0,0,0,0,0,0,0
480,教一識百,0,1,0,0,0,0,0,0,0,0,0,0,0
481,七十二候,0,0,1,0,1,1,0,0,0,0,0,0,0
482,一生九死,0,0,0,0,1,0,0,0,0,0,0,0,0
2,連三接四,0,1,0,0,0,0,0,0,0,0,0,0,0
484,帶甲百萬,1,0,0,0,0,0,0,0,0,0,0,0,0
488,四山五嶽,0,0,0,0,1,0,0,0,0,0,0,0,0
489,三十有室,0,0,0,0,0,1,0,0,0,0,0,0,0
491,張三呂四,0,1,0,0,0,0,0,0,0,0,0,0,0
492,一刀一鎗,0,0,0,0,1,0,0,0,0,0,0,0,0
493,三朝五日,0,0,0,0,1,0,0,0,0,0,0,0,0
494,三冬二夏,0,0,0,0,1,0,0,0,0,0,0,0,0
495,李四張三,0,1,0,0,0,0,0,0,0,0,0,0,0
496,一龍九種,0,0,0,0,1,0,0,0,0,0,0,0,0
497,賞一勸百,0,1,0,0,0,0,0,0,0,0,0,0,0
498,八兩半斤,0,0,0,0,1,0,0,0,0,0,0,0,0
499,九耕三餘,0,0,0,0,1,0,0,0,0,0,0,0,0
501,百慮一得,0,0,0,0,1,0,0,0,0,0,0,0,0
502,夾七帶八,0,1,0,0,0,0,0,0,0,0,0,0,0
473,一言半句,0,0,0,0,1,0,0,0,0,0,0,0,0
472,七肥八瘦,0,0,0,0,1,0,0,0,0,0,0,0,0
471,一般一配,0,0,0,0,1,0,0,0,0,0,0,0,0
457,百不一爽,0,0,0,0,1,0,0,0,0,0,0,0,0
446,千仇萬恨,0,0,0,0,1,0,0,0,0,0,0,0,0
447,千葩萬蕊,0,0,0,0,1,0,0,0,0,0,0,0,0
448,三徵七辟,0,0,0,0,1,0,0,0,0,0,0,0,0
449,百能百俐,0,0,0,0,1,0,0,0,0,0,0,0,0
450,掛一漏百,0,1,0,0,0,0,0,0,0,0,0,0,0
452,一窮二日,0,0,0,0,1,0,0,0,0,0,0,0,0
453,成三破二,0,1,0,0,0,0,0,0,0,0,0,0,0
454,千幅一律,0,0,0,0,1,0,0,0,0,0,0,0,0
456,五角六張,0,0,0,0,1,0,0,0,0,0,0,0,0
458,一狠百狠,0,0,0,0,1,0,0,0,0,0,0,0,0
470,一旦一夕,0,0,0,0,1,0,0,0,0,0,0,0,0
459,萬戶千門,0,0,0,0,1,0,0,0,0,0,0,0,0
461,歪七豎八,0,1,0,0,0,0,0,0,0,0,0,0,0
462,一裘一葛,0,0,0,0,1,0,0,0,0,0,0,0,0
463,一了百當,0,0,0,0,1,0,0,0,0,0,0,0,0
464,五雀六燕,0,0,0,0,1,0,0,0,0,0,0,0,0
465,一潭一水,0,0,0,0,1,0,0,0,0,0,0,0,0
467,四會五達,0,0,0,0,1,0,0,0,0,0,0,0,0
468,十室九虛,0,0,0,0,1,0,0,0,0,0,0,0,0
469,六通四達,0,0,0,0,1,0,0,0,0,0,0,0,0
503,千回百轉,0,0,0,0,1,0,0,0,0,0,0,0,0
504,一齊二整,0,0,0,0,1,0,0,0,0,0,0,0,0
505,一夕一朝,0,0,0,0,1,0,0,0,0,0,0,0,0
555,一還一報,0,0,0,0,1,0,0,0,0,0,0,0,0
541,十里挑一,0,0,0,1,0,0,0,0,0,0,0,0,0
542,三牲五鼎,0,0,0,0,1,0,0,0,0,0,0,0,0
544,懲一警百,0,1,0,0,0,0,0,0,0,0,0,0,0
546,遮三掩四,0,1,0,0,0,0,0,0,0,0,0,0,0
547,一暴十寒,0,0,0,0,1,0,0,0,0,0,0,0,0
548,丁一確二,0,1,0,0,0,0,0,0,0,0,0,0,0
549,三迴九轉,0,0,0,0,1,0,0,0,0,0,0,0,0
550,一兔百逐,0,0,0,0,1,0,0,0,0,0,0,0,0
551,萬嬌千媚,0,0,0,0,1,0,0,0,0,0,0,0,0
556,萬代千秋,0,0,0,0,1,0,0,0,0,0,0,0,0
538,萬計千方,0,0,0,0,1,0,0,0,0,0,0,0,0
557,千金一諾,0,0,0,0,1,0,0,0,0,0,0,0,0
558,百順百依,0,0,0,0,1,0,0,0,0,0,0,0,0
560,三班六房,0,0,0,0,1,0,0,0,0,0,0,0,0
561,不三小四,0,1,0,0,0,0,0,0,0,0,0,0,0
567,百不失一,0,0,0,1,0,0,0,0,0,0,0,0,0
568,七穿八洞,0,0,0,0,1,0,0,0,0,0,0,0,0
569,一息萬變,0,0,0,0,1,0,0,0,0,0,0,0,0
571,挑三窩四,0,1,0,0,0,0,0,0,0,0,0,0,0
572,一髮千鈞,0,0,0,0,1,0,0,0,0,0,0,0,0
540,三翻四復,0,0,0,0,1,0,0,0,0,0,0,0,0
537,罰一勸百,0,1,0,0,0,0,0,0,0,0,0,0,0
506,一差百錯,0,0,0,0,1,0,0,0,0,0,0,0,0
520,三網五常,0,0,0,0,1,0,0,0,0,0,0,0,0
508,六街三市,0,0,0,0,1,0,0,0,0,0,0,0,0
509,十成九穩,0,0,0,0,1,0,0,0,0,0,0,0,0
511,一舉千里,0,0,0,0,1,0,0,0,0,0,0,0,0
513,三千珠履,0,0,0,0,0,1,0,0,0,0,0,0,0
514,丁一卯二,0,1,0,0,0,0,0,0,0,0,0,0,0
515,千中揀一,0,0,0,1,0,0,0,0,0,0,0,0,0
516,成千累萬,0,1,0,0,0,0,0,0,0,0,0,0,0
517,七歪八扭,0,0,0,0,1,0,0,0,0,0,0,0,0
519,九五之位,0,0,0,0,0,1,0,0,0,0,0,0,0
521,貔貅百萬,1,0,0,0,0,0,0,0,0,0,0,0,0
536,百舉百捷,0,0,0,0,1,0,0,0,0,0,0,0,0
522,八節四時,0,0,0,0,1,0,0,0,0,0,0,0,0
524,盈千累百,0,1,0,0,0,0,0,0,0,0,0,0,0
525,一錯百錯,0,0,0,0,1,0,0,0,0,0,0,0,0
528,七步八叉,0,0,0,0,1,0,0,0,0,0,0,0,0
530,言十妄九,0,1,0,0,0,0,0,0,0,0,0,0,0
531,得一望二,0,1,0,0,0,0,0,0,0,0,0,0,0
533,一律千篇,0,0,0,0,1,0,0,0,0,0,0,0,0
534,千真萬碓,0,0,0,0,1,0,0,0,0,0,0,0,0
535,萬險千艱,0,0,0,0,1,0,0,0,0,0,0,0,0
445,十色五光,0,0,0,0,1,0,0,0,0,0,0,0,0
441,一遞一答,0,0,0,0,1,0,0,0,0,0,0,0,0
298,一噴一醒,0,0,0,0,1,0,0,0,0,0,0,0,0
440,九棘三槐,0,0,0,0,1,0,0,0,0,0,0,0,0
341,七推八阻,0,0,0,0,1,0,0,0,0,0,0,0,0
342,萬世一時,0,0,0,0,1,0,0,0,0,0,0,0,0
343,萬紅千紫,0,0,0,0,1,0,0,0,0,0,0,0,0
344,千變萬狀,0,0,0,0,1,0,0,0,0,0,0,0,0
345,十病九痛,0,0,0,0,1,0,0,0,0,0,0,0,0
346,百謀千計,0,0,0,0,1,0,0,0,0,0,0,0,0
347,千秋萬苦,0,0,0,0,1,0,0,0,0,0,0,0,0
349,距躍三百,1,0,0,0,0,0,0,0,0,0,0,0,0
351,五風十雨,0,0,0,0,1,0,0,0,0,0,0,0,0
352,三戰三走,0,0,0,0,1,0,0,0,0,0,0,0,0
354,三分四散,0,0,0,0,1,0,0,0,0,0,0,0,0
355,六府三事,0,0,0,0,1,0,0,0,0,0,0,0,0
356,百代一時,0,0,0,0,1,0,0,0,0,0,0,0,0
357,一吹一唱,0,0,0,0,1,0,0,0,0,0,0,0,0
358,一字一板,0,0,0,0,1,0,0,0,0,0,0,0,0
359,百堿D一,0,0,0,1,0,0,0,0,0,0,0,0,0
360,萬恨千愁,0,0,0,0,1,0,0,0,0,0,0,0,0
361,五積六受,0,0,0,0,1,0,0,0,0,0,0,0,0
362,千妥萬妥,0,0,0,0,1,0,0,0,0,0,0,0,0
364,念三道四,0,1,0,0,0,0,0,0,0,0,0,0,0
365,七拼八溱,0,0,0,0,1,0,0,0,0,0,0,0,0
336,三頭二面,0,0,0,0,1,0,0,0,0,0,0,0,0
